Date,IF00.CFE,IC00.CFE,TF00.CFE,AU00.SHF,159920.OF,511880.SH
2017/11/17,4108.4,6433,96.025,276.2,1.571,99.6739
2017/11/20,4146,6389.6,95.955,277.45,1.575,99.6797
2017/11/21,4232.4,6418,95.94,276,1.597,99.6932
2017/11/22,4235.6,6375.2,95.615,275.8,1.612,99.699
2017/11/23,4099,6208.2,95.635,276.1,1.6,99.7231
2017/11/24,4099.2,6227,95.785,276.35,1.604,99.7482
2017/11/27,4022,6136,95.835,276.4,1.6,99.7618
2017/11/28,4041.2,6262.4,95.76,277.45,1.591,99.7637
2017/11/29,4035.8,6273.2,96.115,277.45,1.596,99.7685
2017/11/30,3982,6200,96.365,273.9,1.571,99.8062
2017/12/1,3978.8,6279,96.365,272,1.568,99.8235
2017/12/4,3999,6233.8,96.365,272,1.577,99.8506
2017/12/5,4017.2,6098,96.365,271.85,1.56,99.8708
2017/12/6,3988,6132,96.365,270.85,1.529,99.8757
2017/12/7,3948.6,6085.6,96.365,268.65,1.518,99.8959
2017/12/8,3998,6174,96.365,266.4,1.538,99.9085
2017/12/11,4067.4,6270.6,96.2,265.5,1.551,99.9095
2017/12/12,4010.2,6226.8,96.11,263.15,1.546,99.9191
2017/12/13,4046.6,6273.8,96.165,265.45,1.565,99.9307
2017/12/14,4030,6284,96.29,267,1.558,99.949
2017/12/15,3987.6,6233.6,96.435,268.5,1.541,99.977
2017/12/18,3984.8,6161.8,96.415,269.85,1.553,99.9713
2017/12/19,4044,6234,96.395,270.85,1.563,99.9761
2017/12/20,4029,6158.4,96.425,270.7,1.549,99.9944
2017/12/21,4082,6227,96.45,270.05,1.556,100.0244
2017/12/22,4069.2,6243.2,96.64,269.2,1.56,100.0369
2017/12/25,4049.2,6162,96.57,271.65,1.566,100.0562
2017/12/26,4068.8,6219.4,96.47,271.8,1.568,100.0253
2017/12/27,3991.4,6156.2,96.49,271.75,1.563,100.0272
2017/12/28,4030,6206,96.505,273.2,1.573,99.895
2017/12/29,4039.8,6280.8,96.605,271.75,1.576,100.138
2018/1/2,4104,6345,96.26,272.35,1.603,100.18
2018/1/3,4121.6,6388.2,96.29,272.35,1.607,100.196
2018/1/4,4135.8,6406.8,96.25,272.35,1.616,100.307
2018/1/5,4148.2,6400.8,96.26,272.35,1.612,100.342
2018/1/8,4163.8,6433,96.4,273,1.617,100.359
2018/1/9,4197.4,6435,96.41,273,1.631,100.268
2018/1/10,4212.2,6406.6,96.2,273,1.643,100.275
2018/1/11,4208.4,6423.2,96.045,273,1.637,100.275
2018/1/12,4229,6401.2,96.145,273,1.643,100.308
2018/1/15,4223.4,6273,96.005,273,1.641,100.318
2018/1/16,4269.2,6285.6,95.985,278.75,1.659,100.326
2018/1/17,4250.6,6250,95.84,277.45,1.662,100.33
2018/1/18,4280,6285.6,95.66,276.6,1.674,100.342
2018/1/19,4290.8,6281,95.635,276.45,1.671,100.368
2018/1/22,4354.8,6348.6,95.795,276.45,1.685,100.395
2018/1/23,4400,6345.8,95.81,276.55,1.708,100.397
2018/1/24,4404.6,6409.6,95.865,277.3,1.712,100.408
2018/1/25,4373,6387,95.955,278.15,1.685,100.423
2018/1/26,4397.8,6397,95.96,276.2,1.708,100.456
2018/1/29,4315.2,6312.2,95.945,275.45,1.694,100.48
2018/1/30,4267.6,6302.8,95.875,274.7,1.676,100.501
2018/1/31,4280,6186.6,95.915,272.6,1.672,100.537
2018/2/1,4239.4,5970,96.045,273.1,1.676,100.57
2018/2/2,4270.4,5986.2,95.95,273.3,1.67,100.628
2018/2/5,4264,5979.8,95.88,273.3,1.645,100.62
2018/2/6,4119.8,5686.8,96.03,270.05,1.568,100.591
2018/2/7,4023,5663,96.035,271.25,1.547,100.561
2018/2/8,3996.8,5747,95.885,271.25,1.561,100.581
2018/2/9,3781.2,5504,96.075,271.25,1.511,100.609
2018/2/12,3865.6,5661,96.185,273.4,1.519,100.643
2018/2/13,3920.6,5713.8,96.08,273,1.532,100.699
2018/2/14,3959,5730,96.05,272.05,1.561,100.841
2018/2/22,4047.6,5866,95.905,272.05,1.596,100.753
2018/2/23,4049.6,5833.4,96.085,274.25,1.611,100.788
2018/2/26,4108.2,6004.6,96.35,273.6,1.614,100.795
2018/2/27,4042,5979.6,96.695,272.95,1.602,100.801
2018/2/28,4002,5983.4,96.7,269.25,1.576,100.815
2018/3/1,4002,5983.4,96.7,269.25,1.582,100.828
